date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:31:29	197713/197713	---M--	200	added ('OK')	image/jpeg	etag:%22639fe9f1-30451%22	https://themewagon.github.io/crypto/img/blog/3.jpg	C:/My%20Web%20Sites/investment/themewagon.github.io/crypto/img/blog/3.jpg	(from https://themewagon.github.io/crypto/?_ga=2.120368832.938919274.1683235641-84337761.1678273471)
21:31:30	165742/165742	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22639fe9f1-2876e%22	https://themewagon.github.io/crypto/icon-fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/investment/themewagon.github.io/crypto/icon-fonts/fontawesome-webfontd41d.eot	(from https://themewagon.github.io/crypto/css/font-awesome.min.css)
21:31:30	161781/161781	---M--	200	added ('OK')	image/jpeg	etag:%22639fe9f1-277f5%22	https://themewagon.github.io/crypto/img/blog/2.jpg	C:/My%20Web%20Sites/investment/themewagon.github.io/crypto/img/blog/2.jpg	(from https://themewagon.github.io/crypto/?_ga=2.120368832.938919274.1683235641-84337761.1678273471)
21:31:32	9339/9339	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2264513ec8-247b%22	https://themewagon.github.io/crypto/icon-fonts/fontawesome-webfont.ttf?v=4.7.0	C:/My%20Web%20Sites/investment/themewagon.github.io/crypto/icon-fonts/fontawesome-webfont.233e6e.delayed	(from https://themewagon.github.io/crypto/css/font-awesome.min.css)
21:31:37	77160/77160	---M--	200	added ('OK')	font/woff2	etag:%22639fe9f1-12d68%22	https://themewagon.github.io/crypto/icon-fonts/fontawesome-webfont.woff2?v=4.7.0	C:/My%20Web%20Sites/investment/themewagon.github.io/crypto/icon-fonts/fontawesome-webfont3e6e.woff2	(from https://themewagon.github.io/crypto/css/font-awesome.min.css)
21:31:37	78748/78748	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22639fe9f1-1339c%22	https://themewagon.github.io/crypto/icon-fonts/themify.eot?-fvbane	C:/My%20Web%20Sites/investment/themewagon.github.io/crypto/icon-fonts/themify9f24.eot	(from https://themewagon.github.io/crypto/css/themify-icons.css)
21:31:39	56108/56108	---M--	200	added ('OK')	font/woff	etag:%22639fe9f1-db2c%22	https://themewagon.github.io/crypto/icon-fonts/themify.woff?-fvbane	C:/My%20Web%20Sites/investment/themewagon.github.io/crypto/icon-fonts/themify9f24.woff	(from https://themewagon.github.io/crypto/css/themify-icons.css)
21:31:39	98024/98024	---M--	200	added ('OK')	font/woff	etag:%22639fe9f1-17ee8%22	https://themewagon.github.io/crypto/icon-fonts/fontawesome-webfont.woff?v=4.7.0	C:/My%20Web%20Sites/investment/themewagon.github.io/crypto/icon-fonts/fontawesome-webfont3e6e.woff	(from https://themewagon.github.io/crypto/css/font-awesome.min.css)
21:31:40	444379/444379	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%22639fe9f1-6c7db%22	https://themewagon.github.io/crypto/icon-fonts/fontawesome-webfont.svg?v=4.7.0	C:/My%20Web%20Sites/investment/themewagon.github.io/crypto/icon-fonts/fontawesome-webfont3e6e.svg	(from https://themewagon.github.io/crypto/css/font-awesome.min.css)
21:31:40	78748/78748	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22639fe9f1-1339c%22	https://themewagon.github.io/crypto/icon-fonts/themify.eot?	C:/My%20Web%20Sites/investment/themewagon.github.io/crypto/icon-fonts/themifyd41d.eot	(from https://themewagon.github.io/crypto/css/themify-icons.css)
21:31:41	78584/78584	---M-Z	200	added ('OK')	font/ttf	etag:W/%22639fe9f1-132f8%22	https://themewagon.github.io/crypto/icon-fonts/themify.ttf?-fvbane	C:/My%20Web%20Sites/investment/themewagon.github.io/crypto/icon-fonts/themify9f24.ttf	(from https://themewagon.github.io/crypto/css/themify-icons.css)
21:31:42	9339/9339	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2264513ec8-247b%22	https://themewagon.github.io/crypto/css/owl.video.play.png	C:/My%20Web%20Sites/investment/themewagon.github.io/crypto/css/owl.video.play.png	(from https://themewagon.github.io/crypto/css/owl.carousel.css)
21:31:43	3297/3297	---M--	200	added ('OK')	image/png	etag:%22639fe9f1-ce1%22	https://themewagon.github.io/crypto/img/process-line.png	C:/My%20Web%20Sites/investment/themewagon.github.io/crypto/img/process-line.png	(from https://themewagon.github.io/crypto/css/style.css)
21:31:44	26568/26568	---M--	200	added ('OK')	font/woff	etag:%22639fe9f1-67c8%22	https://themewagon.github.io/crypto/fonts/Futura.woff	C:/My%20Web%20Sites/investment/themewagon.github.io/crypto/fonts/Futura.woff	(from https://themewagon.github.io/crypto/css/style.css)
21:31:45	234269/234269	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%22639fe9f1-3931d%22	https://themewagon.github.io/crypto/icon-fonts/themify.svg?-fvbane	C:/My%20Web%20Sites/investment/themewagon.github.io/crypto/icon-fonts/themify9f24.svg	(from https://themewagon.github.io/crypto/css/themify-icons.css)
21:31:48	173130/173130	---M--	200	added ('OK')	image/png	etag:%22639fe9f1-2a44a%22	https://themewagon.github.io/crypto/img/hero-bg.png	C:/My%20Web%20Sites/investment/themewagon.github.io/crypto/img/hero-bg.png	(from https://themewagon.github.io/crypto/css/style.css)
21:31:48	86403/86403	---M--	200	added ('OK')	image/png	etag:%22639fe9f1-15183%22	https://themewagon.github.io/crypto/img/page-info-bg.png	C:/My%20Web%20Sites/investment/themewagon.github.io/crypto/img/page-info-bg.png	(from https://themewagon.github.io/crypto/css/style.css)
